monitor,source_file
Asus ROG SWIFT PG278QR,csv_files/monitor.csv
Acer KG241Q Pbiip,csv_files/monitor.csv
Acer VG240Y Sbmiipx,csv_files/monitor.csv
LG 24QP500-B,csv_files/monitor.csv
ViewSonic VX3418-2KPC,csv_files/monitor.csv
Acer XV272U Pbmiiprzx,csv_files/monitor.csv
Dell U3223QE,csv_files/monitor.csv
Dell S2721HN,csv_files/monitor.csv
LG 29WP500-B,csv_files/monitor.csv
MSI Optix MAG161V,csv_files/monitor.csv
Asus VS247H-P,csv_files/monitor.csv
Dell U2412M,csv_files/monitor.csv
AOC CQ32G1,csv_files/monitor.csv
Acer ED270U Pbmiipx,csv_files/monitor.csv
ViewSonic VA3456-MHDJ,csv_files/monitor.csv
MSI Pro MP243,csv_files/monitor.csv
ViewSonic ELITE XG271QG,csv_files/monitor.csv
LG 34GK950F-B,csv_files/monitor.csv
Asus MG278Q,csv_files/monitor.csv
Acer Nitro VG272 Xbmiipx,csv_files/monitor.csv
BenQ ZOWIE XL2731,csv_files/monitor.csv
HUAWEI MateView GT,csv_files/monitor.csv
Samsung S24F350FH,csv_files/monitor.csv
Asus ROG Swift PG279QM,csv_files/monitor.csv
iiyama GB2870UHSU-B1,csv_files/monitor.csv
BenQ MOBIUZ EX2510,csv_files/monitor.csv
Alienware AW2724HF,csv_files/monitor.csv
HP 22fw,csv_files/monitor.csv
KTC M27T20,csv_files/monitor.csv
ASRock PG32QF2B,csv_files/monitor.csv
LG 32UN650-W,csv_files/monitor.csv
ViewSonic VX2452mh,csv_files/monitor.csv
Acer XB273 Gxbmiipprzx,csv_files/monitor.csv
Asus VP249QGR,csv_files/monitor.csv
Sceptre C355W-3440UN,csv_files/monitor.csv
Gigabyte ‎AORUS FI32Q,csv_files/monitor.csv
Asus MG248QR,csv_files/monitor.csv
Gigabyte G27F,csv_files/monitor.csv
MSI Optix G27C2,csv_files/monitor.csv
Asus ROG Strix XG32VC,csv_files/monitor.csv
Gigabyte M32QC-SA,csv_files/monitor.csv
BenQ EL2870U,csv_files/monitor.csv
MSI Modern MD271CPW,csv_files/monitor.csv
Asus TUF Gaming VG27VQ,csv_files/monitor.csv
NZXT Canvas 27Q,csv_files/monitor.csv
Asus VA24DQ,csv_files/monitor.csv
Asus ROG Strix XG279Q,csv_files/monitor.csv
Dell S2721H,csv_files/monitor.csv
HP OMEN X 27,csv_files/monitor.csv
MSI Optix G271C,csv_files/monitor.csv
BenQ XL2740,csv_files/monitor.csv
Samsung S24D300H,csv_files/monitor.csv
Dell AW3418DW,csv_files/monitor.csv
LG 34WN780-B,csv_files/monitor.csv
Acer XV252Q Zbmiiprx,csv_files/monitor.csv
ViewSonic XG2705 OMNI,csv_files/monitor.csv
MSI PRO MP242,csv_files/monitor.csv
Acer KB242Y Abi,csv_files/monitor.csv
LG 24GQ40W-B,csv_files/monitor.csv
Samsung CF390,csv_files/monitor.csv
Samsung SR35,csv_files/monitor.csv
Acer K243Y,csv_files/monitor.csv
AOC E970SWN,csv_files/monitor.csv
Dell E1920H,csv_files/monitor.csv
Dell SE2422H,csv_files/monitor.csv
AOC AG493UCX2,csv_files/monitor.csv
BenQ BL2420PT,csv_files/monitor.csv
Acer Nitro XV273K Pbmiipphzx,csv_files/monitor.csv
MSI Optix MAG321QR,csv_files/monitor.csv
Acer V277,csv_files/monitor.csv
Asus VA24EQSB,csv_files/monitor.csv
Asus VY249HE,csv_files/monitor.csv
ViewSonic VP3256-4K,csv_files/monitor.csv
Dell S2721DGFA,csv_files/monitor.csv
ViewSonic XG2402 OMNI,csv_files/monitor.csv
Asus ROG Strix XG43VQ,csv_files/monitor.csv
LG 32UP83A-W,csv_files/monitor.csv
MSI Pro MP243W,csv_files/monitor.csv
MSI MPG ARTYMIS 343CQR,csv_files/monitor.csv
AOC AG241QX,csv_files/monitor.csv
LG 27GL63T-B,csv_files/monitor.csv
electriQ eiQ-34SUWD144FSHQ,csv_files/monitor.csv
Philips 223V5LSB,csv_files/monitor.csv
Samsung LC32G55TQWNXZA,csv_files/monitor.csv
ViewSonic XG2401,csv_files/monitor.csv
Acer XF240H,csv_files/monitor.csv
LG 38GL950G-B,csv_files/monitor.csv
Asus TUF Gaming VG32VQR,csv_files/monitor.csv
BenQ PD2700Q,csv_files/monitor.csv
Acer VG270 bmiix,csv_files/monitor.csv
HP 25x,csv_files/monitor.csv
LG 34WQ650-W,csv_files/monitor.csv
Samsung S70A,csv_files/monitor.csv
LG 27MQ44B-B,csv_files/monitor.csv
Samsung S70A,csv_files/monitor.csv
Dell SE2719H,csv_files/monitor.csv
LG 49WL95C-W,csv_files/monitor.csv
iiyama G-Master GB3266QSU-B1,csv_files/monitor.csv
Dell U2415,csv_files/monitor.csv
Samsung LC24FG73,csv_files/monitor.csv
MSI Optix MAG271C,csv_files/monitor.csv
Westinghouse WM32DX9019,csv_files/monitor.csv
MSI Optix MAG272CRX,csv_files/monitor.csv
Asus VP32AQ,csv_files/monitor.csv
Acer XB253Q Gpbmiiprzx,csv_files/monitor.csv
Pixio PX248PA,csv_files/monitor.csv
MSI Optix MAG274QRF,csv_files/monitor.csv
X= XG24CURV,csv_files/monitor.csv
Asus TUF GAMING VG24VQR,csv_files/monitor.csv
HP 22cwa,csv_files/monitor.csv
Philips Evnia,csv_files/monitor.csv
BenQ RL2455HM,csv_files/monitor.csv
MSI Optix MAG24C,csv_files/monitor.csv
Acer XB240H,csv_files/monitor.csv
Dell U2722D,csv_files/monitor.csv
ViewSonic ELITE XG251G,csv_files/monitor.csv
BenQ PD3200U,csv_files/monitor.csv
Asus PB278Q,csv_files/monitor.csv
Dell P2219H,csv_files/monitor.csv
MSI Optix MAG272C,csv_files/monitor.csv
Acer KG272 S,csv_files/monitor.csv
Acer KG251QF,csv_files/monitor.csv
VIOTEK GNV34DBE,csv_files/monitor.csv
LG 29WN600-W,csv_files/monitor.csv
Dell U4919DW,csv_files/monitor.csv
Acer XZ322QU Sbmiipphx,csv_files/monitor.csv
Acer Predator X25 bmiiprzx,csv_files/monitor.csv
MSI Pro MP242C,csv_files/monitor.csv
Asus ROG Strix XG258Q,csv_files/monitor.csv
AOPEN UM.UW1AA.P01,csv_files/monitor.csv
iiyama GB2770HSU-B1,csv_files/monitor.csv
BenQ GL2450HM,csv_files/monitor.csv
BenQ XL2411Z,csv_files/monitor.csv
AOC Porsche Design AGON PRO PD32M,csv_files/monitor.csv
Samsung CJ791,csv_files/monitor.csv
Acer ED320Q Xbmiipx,csv_files/monitor.csv
Samsung LS34J550WQUXEN,csv_files/monitor.csv
Asus ROG STRIX XG32VQR,csv_files/monitor.csv
AOC G2260VWQ6,csv_files/monitor.csv
AOC G2460VQ6,csv_files/monitor.csv
HP 27es,csv_files/monitor.csv
Cooler Master GM27-FQS ARGB,csv_files/monitor.csv
LG 24UD58-B,csv_files/monitor.csv
LG 29UM59A-P,csv_files/monitor.csv
LG 24MK600M-B,csv_files/monitor.csv
Acer EI272UR Pbmiiipx,csv_files/monitor.csv
Philips 226E9QDSB,csv_files/monitor.csv
Acer XG270HU,csv_files/monitor.csv
Dell U4021QW,csv_files/monitor.csv
MSI Optix G271CP,csv_files/monitor.csv
Philips 241E1SCA/00,csv_files/monitor.csv
LG 32MN500M-B,csv_files/monitor.csv
Monoprice Dark Matter,csv_files/monitor.csv
LG 24ML44B-B,csv_files/monitor.csv
Acer EG241Y Pbmiipx,csv_files/monitor.csv
Dell S3222HG,csv_files/monitor.csv
Lenovo 66A1GCCBUS,csv_files/monitor.csv
MSI Oculux NXG253R,csv_files/monitor.csv
LG 24MP59G-P,csv_files/monitor.csv
Acer XV272U KFbmiipruzx,csv_files/monitor.csv
Acer XZ396QU Pwmiipphx,csv_files/monitor.csv
KTC M27P20 Pro,csv_files/monitor.csv
Samsung S30B,csv_files/monitor.csv
Philips 276E8VJSB,csv_files/monitor.csv
Dell U2720Q,csv_files/monitor.csv
ViewSonic VX2768-2KP-MHD OMNI,csv_files/monitor.csv
ViewSonic ELITE XG270QG,csv_files/monitor.csv
Dell E170S,csv_files/monitor.csv
Samsung CR500,csv_files/monitor.csv
Samsung CHG90,csv_files/monitor.csv
Asus ROG SWIFT PG278Q,csv_files/monitor.csv
Acer KG241Q Sbiip,csv_files/monitor.csv
X= XRGB27UHD,csv_files/monitor.csv
Lenovo Q24h-10,csv_files/monitor.csv
LG 27UK500-B,csv_files/monitor.csv
LG 27MK430H-B,csv_files/monitor.csv
LG 32MP60G-B,csv_files/monitor.csv
Acer KG271U Abmiipx,csv_files/monitor.csv
Acer B227Q A,csv_files/monitor.csv
BenQ MOBIUZ EX480UZ,csv_files/monitor.csv
Dell S2419HGF,csv_files/monitor.csv
Samsung M7,csv_files/monitor.csv
Dell E2220H,csv_files/monitor.csv
BenQ BL2780,csv_files/monitor.csv
LG 24MK400H-B,csv_files/monitor.csv
Samsung T55,csv_files/monitor.csv
Asus ROG SWIFT PG348Q,csv_files/monitor.csv
MSI Optix MAG271CQR,csv_files/monitor.csv
Dell P2217H,csv_files/monitor.csv
Asus VP32UQ,csv_files/monitor.csv
MSI Optix MAG342CQ,csv_files/monitor.csv
LG 32UN550-W,csv_files/monitor.csv
ViewSonic VA2759-smh,csv_files/monitor.csv
iiyama GB2770QSU-B1,csv_files/monitor.csv
Asus ROG Strix XG27UQ,csv_files/monitor.csv
Philips 328E1CA,csv_files/monitor.csv
Dell P2422H,csv_files/monitor.csv
Dell P2018H,csv_files/monitor.csv
AOC AG274QG,csv_files/monitor.csv
Acer Predator X34,csv_files/monitor.csv
MSI Optix G321CQP,csv_files/monitor.csv
Acer XF273 Zbmiiprx,csv_files/monitor.csv
iiyama G-MASTER BLACK HAWK,csv_files/monitor.csv
Asus ROG Swift PG258Q,csv_files/monitor.csv
Dell Alienware AW3418HW,csv_files/monitor.csv
Acer VG270U Pbmiipx,csv_files/monitor.csv
Asus ROG SWIFT PG279QZ,csv_files/monitor.csv
AOC CQ27G1,csv_files/monitor.csv
Acer Nitro VG252Q P,csv_files/monitor.csv
AOC 24G2E5,csv_files/monitor.csv
Samsung CF391,csv_files/monitor.csv
Acer KG272 Bmiix,csv_files/monitor.csv
BenQ EW3270U,csv_files/monitor.csv
ViewSonic VX3276-4K-MHD,csv_files/monitor.csv
VIOTEK GN24CB,csv_files/monitor.csv
Dell S2716DGR,csv_files/monitor.csv
Acer VG240Y Pbiip,csv_files/monitor.csv
AOC AG254FG,csv_files/monitor.csv
Asus ROG SWIFT PG248Q,csv_files/monitor.csv
Samsung C27FG73,csv_files/monitor.csv
Samsung C27F591,csv_files/monitor.csv
Acer XR343CK PBMIIPPHUZX,csv_files/monitor.csv
MSI Modern MD241PW,csv_files/monitor.csv
Acer V227Q bi,csv_files/monitor.csv
Pixio PX277PRO,csv_files/monitor.csv
Acer KC242Y Abi,csv_files/monitor.csv
Acer XZ320Q Xbmiiphx,csv_files/monitor.csv
ViewSonic VX3268-2KPC-MHD,csv_files/monitor.csv
Acer ED242QR Abidpx,csv_files/monitor.csv
Acer EB321HQ Abi,csv_files/monitor.csv
Asus TUF Gaming VG35VQ,csv_files/monitor.csv
Asus VZ279HE,csv_files/monitor.csv
Asus TUF Gaming VG27VH1BR,csv_files/monitor.csv
LG 27UK650-W,csv_files/monitor.csv
Asus VE248H,csv_files/monitor.csv
Dell UltraSharp U3419W,csv_files/monitor.csv
MSI MAG ARTYMIS 324CP,csv_files/monitor.csv
BenQ GW2270,csv_files/monitor.csv
Samsung LC32F391FWNXZA,csv_files/monitor.csv
Asus MG248Q,csv_files/monitor.csv
Acer Predator XB273K Pbmiphzx,csv_files/monitor.csv
Samsung C27JG56,csv_files/monitor.csv
Alienware AW5520QF,csv_files/monitor.csv
LG 27MP40W-B,csv_files/monitor.csv
Asus ProArt Display PA328QV,csv_files/monitor.csv
MSI Optix MPG341CQR,csv_files/monitor.csv
NZXT Canvas 27Q,csv_files/monitor.csv
Acer ED273 Abidpx,csv_files/monitor.csv
BenQ ZOWIE XL2746K,csv_files/monitor.csv
Lenovo L24q-30,csv_files/monitor.csv
Acer XV272U Kvbmiiprzx,csv_files/monitor.csv
NZXT Canvas 32Q,csv_files/monitor.csv
Acer Predator XB272 bmiprz,csv_files/monitor.csv
Philips 27E1N8900,csv_files/monitor.csv
Samsung S61B,csv_files/monitor.csv
Samsung SR356,csv_files/monitor.csv
MSI Creator PS321QR,csv_files/monitor.csv
MSI G253PF,csv_files/monitor.csv
Samsung S33A,csv_files/monitor.csv
Dell P190S,csv_files/monitor.csv
Acer XV272 Mbmiiprx,csv_files/monitor.csv
Dell P2319H,csv_files/monitor.csv
HP Omen 27,csv_files/monitor.csv
Acer ED323QUR Abidpx,csv_files/monitor.csv
HP X24c,csv_files/monitor.csv
Dell E2016HV,csv_files/monitor.csv
Acer Predator XB241YU,csv_files/monitor.csv
Acer H236HLbid,csv_files/monitor.csv
Dell U2417H,csv_files/monitor.csv
Philips 273V7QJAB,csv_files/monitor.csv
Samsung C32JG56,csv_files/monitor.csv
ViewSonic ELITE XG270Q,csv_files/monitor.csv
X= XG27IPS,csv_files/monitor.csv
Samsung S60UA,csv_files/monitor.csv
LG 34WK650-W,csv_files/monitor.csv
LG 32QN650-B,csv_files/monitor.csv
LG 27UP850N-W,csv_files/monitor.csv
ViewSonic XG250,csv_files/monitor.csv
Asus VY279HE,csv_files/monitor.csv
Asus VZ279HEG1R,csv_files/monitor.csv
Acer XZ342CU PBMIIPHX,csv_files/monitor.csv
BenQ ZOWIE XL2746S,csv_files/monitor.csv
Acer ED270 Xbmiipx,csv_files/monitor.csv
ViewSonic VX2458-mhd,csv_files/monitor.csv
Lenovo ThinkVision P27q-20,csv_files/monitor.csv
MSI Optix MAG321CURV,csv_files/monitor.csv
AOC C32G1,csv_files/monitor.csv
Apple LED Cinema,csv_files/monitor.csv
Asus VX248H,csv_files/monitor.csv
Asus ROG STRIX XG27VQ,csv_files/monitor.csv
Acer XZ273U Xbmiiphx,csv_files/monitor.csv
Monoprice 138035,csv_files/monitor.csv
ViewSonic VA2732-MHD,csv_files/monitor.csv
LG 27UL550-W,csv_files/monitor.csv
Acer ED273 wmidx,csv_files/monitor.csv
LG 32MN600P-B,csv_files/monitor.csv
MSI PRO MP271,csv_files/monitor.csv
MSI Optix G241V,csv_files/monitor.csv
ViewSonic VX2458-C-MHD,csv_files/monitor.csv
Samsung 890 LC34H890WGNXGO,csv_files/monitor.csv
Samsung S31A,csv_files/monitor.csv
VIOTEK GFV27DAB,csv_files/monitor.csv
Samsung S33A,csv_files/monitor.csv
Samsung Odyssey G3 LF24G35TFBNXZA,csv_files/monitor.csv
AOC G2460PG,csv_files/monitor.csv
MSI Optix MAG27C,csv_files/monitor.csv
VIOTEK GN24CW,csv_files/monitor.csv
HP 27fh,csv_files/monitor.csv
HP Omen 25,csv_files/monitor.csv
Acer Nitro XF252Q,csv_files/monitor.csv
ViewSonic XG320U,csv_files/monitor.csv
Dell SE3223Q,csv_files/monitor.csv
Dell P2423D,csv_files/monitor.csv
Asus VA24DCP,csv_files/monitor.csv
Samsung FT45,csv_files/monitor.csv
LG Neo Blade III,csv_files/monitor.csv
NZXT Canvas 32Q,csv_files/monitor.csv
BenQ SW321C,csv_files/monitor.csv
ViewSonic VA2247-MH,csv_files/monitor.csv
Samsung S22R350FHN,csv_files/monitor.csv
Dell U2718Q,csv_files/monitor.csv
Dell SE2717H,csv_files/monitor.csv
Acer XV272U KVbmiiprzx,csv_files/monitor.csv
Samsung S19B150N,csv_files/monitor.csv
Dell U2414H,csv_files/monitor.csv
Asus MG279Q,csv_files/monitor.csv
Asus VS248HR,csv_files/monitor.csv
Acer XF270H Bbmiiprzx,csv_files/monitor.csv
Dell D2719HGF,csv_files/monitor.csv
MSI Optix G27C7,csv_files/monitor.csv
Philips Evnia,csv_files/monitor.csv
Asus VP349CGL,csv_files/monitor.csv
LG 34WK95U-W,csv_files/monitor.csv
LG 27GN880-B,csv_files/monitor.csv
Asus ProArt Display PA348CGV,csv_files/monitor.csv
ViewSonic VX2267-MHD,csv_files/monitor.csv
LG 34WP85C-B,csv_files/monitor.csv
KTC H27S17,csv_files/monitor.csv
Acer SB220Q bi,csv_files/monitor.csv
Acer V277 bmipx,csv_files/monitor.csv
Asus ProArt Display PA32UCR-K,csv_files/monitor.csv
Dell S2421HN,csv_files/monitor.csv
LG 34WN80C-B,csv_files/monitor.csv
Dell E2020H,csv_files/monitor.csv
AOC Porsche Design AGON PRO PD27S,csv_files/monitor.csv
Asus VP278QGL,csv_files/monitor.csv
Dell S2421HS,csv_files/monitor.csv
Samsung Odyssey G3,csv_files/monitor.csv
Dell SE2417HG,csv_files/monitor.csv
LG 27UK850-W,csv_files/monitor.csv
Lenovo L22e-20,csv_files/monitor.csv
Gigabyte AORUS FI27Q-X,csv_files/monitor.csv
Asus MG28UQ,csv_files/monitor.csv
Acer XF270HU,csv_files/monitor.csv
Asus VP247H-P,csv_files/monitor.csv
Titan Army C34SW,csv_files/monitor.csv
Pixio PXC243,csv_files/monitor.csv
MSI Optix MAG322CQR,csv_files/monitor.csv
Samsung LU32J590UQUXEN,csv_files/monitor.csv
LG 27UP650-W,csv_files/monitor.csv
Acer ED273 Bbmiix,csv_files/monitor.csv
MSI Modern MD241P,csv_files/monitor.csv
LG 29WL500-B,csv_files/monitor.csv
Asus ProArt PA329C,csv_files/monitor.csv
ViewSonic VA2756-MHD,csv_files/monitor.csv
LG 27MP500-B,csv_files/monitor.csv
Asus VY249HE-W,csv_files/monitor.csv
Dell S2421H,csv_files/monitor.csv
Dell P2715Q,csv_files/monitor.csv
MSI Optix AG32CQ,csv_files/monitor.csv
LG 27UL850-W,csv_files/monitor.csv
Dell P2418HT,csv_files/monitor.csv
AOC G2770PF,csv_files/monitor.csv
Acer XB241H bmipr,csv_files/monitor.csv
AOC AGON AG322QCX,csv_files/monitor.csv
HP Pavilion 32,csv_files/monitor.csv
Gigabyte AORUS AD27QD,csv_files/monitor.csv
Prism M27EQ,csv_files/monitor.csv
Cooler Master GM34-CW,csv_files/monitor.csv
LG 27MN60T-W,csv_files/monitor.csv
Acer ED270U P,csv_files/monitor.csv
LG 34WN750-B,csv_files/monitor.csv
Acer XV340CK Pbmiipphzx,csv_files/monitor.csv
Samsung S80UA,csv_files/monitor.csv
MSI Summit MS321UP,csv_files/monitor.csv
LG 24GL650-B,csv_files/monitor.csv
Samsung M50B,csv_files/monitor.csv
Acer V206HQL A,csv_files/monitor.csv
Acer Predator XB1,csv_files/monitor.csv
MSI Optix MAG341CQ,csv_files/monitor.csv
HP P204,csv_files/monitor.csv
ViewSonic VX2458-P-MHD,csv_files/monitor.csv
Dell P2213,csv_files/monitor.csv
BenQ GW2765HT,csv_files/monitor.csv
AOC AGON G2590VXQ,csv_files/monitor.csv
Samsung S22D300HY,csv_files/monitor.csv
BenQ GL2760H,csv_files/monitor.csv
LG 22MP68VQ-P,csv_files/monitor.csv
Acer KG271 Cbmidpx,csv_files/monitor.csv
AOC AGON AG273QCG,csv_files/monitor.csv
AOC AGON AG251FZ2,csv_files/monitor.csv
Acer ED270R PBIIPX,csv_files/monitor.csv
VIOTEK GNV27DB,csv_files/monitor.csv
Philips 242E1GAJ/75,csv_files/monitor.csv
LG 32GP83B-B,csv_files/monitor.csv
Acer XF270H Bbmiiprx,csv_files/monitor.csv
LG 34WP65G-B,csv_files/monitor.csv
Acer Predator CG437K Pbmiiippuzx,csv_files/monitor.csv
X= XG34UWQ,csv_files/monitor.csv
LG 27UN850-W,csv_files/monitor.csv
Dell E2422H,csv_files/monitor.csv
Sceptre C345W-2560UN,csv_files/monitor.csv
Asus VZ249HE,csv_files/monitor.csv
Samsung M80B,csv_files/monitor.csv
Acer SA270 Bbix,csv_files/monitor.csv
MSI PRO MP273W,csv_files/monitor.csv
Dell UltraSharp U2722DE,csv_files/monitor.csv
Dell C2722DE,csv_files/monitor.csv
Dell P1914S,csv_files/monitor.csv
LG 34UC98,csv_files/monitor.csv
ViewSonic VA2037A-LED,csv_files/monitor.csv
Asus VP228H,csv_files/monitor.csv
Dell U3219Q,csv_files/monitor.csv
Dell SE2219H,csv_files/monitor.csv
HP X24i,csv_files/monitor.csv
LG 38WQ88C-W,csv_files/monitor.csv
Acer Predator X34P,csv_files/monitor.csv
HP W2072a (A3M50AA#ABA),csv_files/monitor.csv
HP L1506x,csv_files/monitor.csv
Dell U2713HM,csv_files/monitor.csv
Dell P2214H,csv_files/monitor.csv
AOC G2460PQU,csv_files/monitor.csv
Dell U2715H,csv_files/monitor.csv
Asus ROG Swift PG27VQ,csv_files/monitor.csv
AOC G2590PX,csv_files/monitor.csv
Sceptre U275W-4000R,csv_files/monitor.csv
Asus VZ229HE,csv_files/monitor.csv
HP 24yh,csv_files/monitor.csv
MSI Optix AG32C,csv_files/monitor.csv
LG 34WP500-B,csv_files/monitor.csv
LG 32UN500-W,csv_files/monitor.csv
Monoprice Zero-G V2,csv_files/monitor.csv
Asus VA27DQ,csv_files/monitor.csv
LG 49WL95C-WE,csv_files/monitor.csv
Samsung CR500,csv_files/monitor.csv
Samsung Odyssey G7 T1 Faker Edition,csv_files/monitor.csv
Asus VA279HAL,csv_files/monitor.csv
Dell U2421E,csv_files/monitor.csv
Sceptre C248W-1920R,csv_files/monitor.csv
MSI Optix MAG274R2,csv_files/monitor.csv
Dell U2515H,csv_files/monitor.csv
Philips 223V5LHSB2,csv_files/monitor.csv
Acer XV340CK Pbmiipphzx,csv_files/monitor.csv
Acer K242HYL Bbix,csv_files/monitor.csv
Asus MX279H,csv_files/monitor.csv
Asus VX238H,csv_files/monitor.csv
BenQ GL2250HM,csv_files/monitor.csv
BenQ XL2730Z,csv_files/monitor.csv
Samsung LC24FG70FQNXZA,csv_files/monitor.csv
Acer Predator Z35P,csv_files/monitor.csv
Samsung C27HG70,csv_files/monitor.csv
iiyama G-MASTER RED EAGLE,csv_files/monitor.csv
BenQ Zowie RL2455S,csv_files/monitor.csv
Philips 346B1C,csv_files/monitor.csv
HP EliteDisplay E243p,csv_files/monitor.csv
Lenovo D24-10,csv_files/monitor.csv
Acer QG241Y bi,csv_files/monitor.csv
MSI Optix G27C6,csv_files/monitor.csv
Samsung S60UA,csv_files/monitor.csv
ViewSonic ELITE XG270QC,csv_files/monitor.csv
Dell P2418D,csv_files/monitor.csv
LG 27BK400H-B,csv_files/monitor.csv
Acer CB272 bmiprx,csv_files/monitor.csv
BenQ BL2480,csv_files/monitor.csv
Samsung M50B,csv_files/monitor.csv
MSI Optix MAG274R,csv_files/monitor.csv
Asus VZ24EHE,csv_files/monitor.csv
iiyama GB2570HSU-B1,csv_files/monitor.csv
Acer K222HQL,csv_files/monitor.csv
BenQ XL2546,csv_files/monitor.csv
Lenovo Y25F-10,csv_files/monitor.csv
Dell U3818DW,csv_files/monitor.csv
LG 29WK600-W,csv_files/monitor.csv
HP EliteDisplay E233,csv_files/monitor.csv
LG 20M35D-B,csv_files/monitor.csv
Dell UP2715K,csv_files/monitor.csv
Asus PB258Q,csv_files/monitor.csv
HP 22UH,csv_files/monitor.csv
LG 27UD58-B,csv_files/monitor.csv
Asus VZ239H,csv_files/monitor.csv
AOC 22V2H,csv_files/monitor.csv
VIOTEK GN32DB,csv_files/monitor.csv
Kogan KAMN27CQ1LA,csv_files/monitor.csv
Sceptre C248B-144RN,csv_files/monitor.csv
MSI Prestige PS341WU,csv_files/monitor.csv
Gigabyte AORUS FI27Q,csv_files/monitor.csv
VIOTEK GNV29CB,csv_files/monitor.csv
HUAWEI MateView,csv_files/monitor.csv
Acer XV270 Pbmiiprx,csv_files/monitor.csv
Acer Nitro QG1,csv_files/monitor.csv
LG 27GQ40W-B,csv_files/monitor.csv
MSI Optix G243,csv_files/monitor.csv
Acer V247YU,csv_files/monitor.csv
KTC H32S17,csv_files/monitor.csv
Dell S3423DWC,csv_files/monitor.csv
ViewSonic XG240R,csv_files/monitor.csv
Philips 279P1,csv_files/monitor.csv
MSI Optix MAG281URV,csv_files/monitor.csv
Asus VZ249QG1R,csv_files/monitor.csv
ViewSonic VP2776,csv_files/monitor.csv
Asus VS248H-P,csv_files/monitor.csv
Dell E2222H,csv_files/monitor.csv
BenQ EW2480,csv_files/monitor.csv
MSI Optix MAG301CR,csv_files/monitor.csv
HP x27i,csv_files/monitor.csv
Samsung FT45,csv_files/monitor.csv
Acer XZ342CK Pbmiiphx,csv_files/monitor.csv
Dell S2721D,csv_files/monitor.csv
NEC MD213MC,csv_files/monitor.csv
LG 34BL650-B,csv_files/monitor.csv
AOC AGON AG273QX,csv_files/monitor.csv
LG 22MN430M-B,csv_files/monitor.csv
HP OMEN X 25f,csv_files/monitor.csv
Dell U2719D,csv_files/monitor.csv
LG M2901SCBN,csv_files/monitor.csv
Dell P2815Q,csv_files/monitor.csv
BenQ XL2430T,csv_files/monitor.csv
Samsung C32HG70,csv_files/monitor.csv
Dell P2417H,csv_files/monitor.csv
Acer KG251Q bmiix,csv_files/monitor.csv
MSI Optix MPG27CQ,csv_files/monitor.csv
Westinghouse WC34DX9019,csv_files/monitor.csv
Fox Spirit PGM340,csv_files/monitor.csv
LG 32GN50T-B,csv_files/monitor.csv
Acer KA272 Abi,csv_files/monitor.csv
Acer XV322QU Pbmiipprzx,csv_files/monitor.csv
LG 32UP550N-W,csv_files/monitor.csv
Dell P3421W,csv_files/monitor.csv
Samsung M70UA,csv_files/monitor.csv
Philips 345B1C/00,csv_files/monitor.csv
Dell 2007FP,csv_files/monitor.csv
BenQ EW2780,csv_files/monitor.csv
Acer B247W bmiprzx,csv_files/monitor.csv
Lenovo Legion Y25g-30,csv_files/monitor.csv
BenQ PD3220U,csv_files/monitor.csv
Samsung M50B,csv_files/monitor.csv
Acer K242HQL bid,csv_files/monitor.csv
Acer QG271 bipx,csv_files/monitor.csv
ViewSonic VX2276-SMHD,csv_files/monitor.csv
ViewSonic VX3276-MHD,csv_files/monitor.csv
Acer XB273K Sbmiprzx,csv_files/monitor.csv
Acer K272HL,csv_files/monitor.csv
AOC 22E1H,csv_files/monitor.csv
Acer KG271 bmiix,csv_files/monitor.csv
Asus VE228H,csv_files/monitor.csv
Samsung T55,csv_files/monitor.csv
LG 34WL500-B,csv_files/monitor.csv
Asus VE247H,csv_files/monitor.csv
BenQ XL2420T,csv_files/monitor.csv
AOC i2367Fh,csv_files/monitor.csv
Dell E2414H,csv_files/monitor.csv
BenQ GW2760HS,csv_files/monitor.csv
Acer XB270HU bprz,csv_files/monitor.csv
Dell SE2416H,csv_files/monitor.csv
Asus VC239H,csv_files/monitor.csv
LG 34UC79G-B,csv_files/monitor.csv
Acer KG241Q bmiix,csv_files/monitor.csv
Asus VG255H,csv_files/monitor.csv
Samsung C27JG50,csv_files/monitor.csv
Gigabyte AORUS CV27Q,csv_files/monitor.csv
Acer Predator X27 Pbmiphzx,csv_files/monitor.csv
Acer Predator XN253Q Xbmiprzx,csv_files/monitor.csv
Dell DHSE2417HGX,csv_files/monitor.csv
Acer NITRO QG221Q bii,csv_files/monitor.csv
Lenovo ThinkVision S24e-10,csv_files/monitor.csv
Gigabyte ‎AORUS FI25F,csv_files/monitor.csv
Pixio PX279P,csv_files/monitor.csv
Acer KB272 bi,csv_files/monitor.csv
Acer XZ240Q Pbmiiphzx,csv_files/monitor.csv
MSI Modern MD272QP,csv_files/monitor.csv
Acer Nitro XV273K Pbmiipphzx,csv_files/monitor.csv
Monoprice Dark Matter,csv_files/monitor.csv
Asus ROG Swift PG32UQ,csv_files/monitor.csv
Pixio PX273P,csv_files/monitor.csv
MSI MPG ARTYMIS 273CQR,csv_files/monitor.csv
MSI Optix G242P,csv_files/monitor.csv
ViewSonic VX2768-2KPC-MHD OMNI,csv_files/monitor.csv
AOC AGON PD27,csv_files/monitor.csv
